headline,section,locations,word_count,snippet,source,subjects,url,date,type,id
Food Processors Look For Profits in Fish,Business,[],477,LEAD: THE outlook for the economy in 1987 looks all-too-familiar: another sluggish year with worries about too much debt and too little growth to drive the unemployment rate much below today's 6.9 percent....,The New York Times,"[u'FORECASTS', u'FISHING, COMMERCIAL', u'FISH AND OTHER MARINE LIFE']",http://www.nytimes.com/1987/01/04/business/how-industries-will-fare-in-1987-food-processors-look-for-profits-in-fish.html,1/4/87,News,4fd165d68eb7c8105d653748
Oil's High-Risk Plays In Proven Reserves,Business,[u'UNITED STATES'],548,LEAD: THE outlook for the economy in 1987 looks all-too-familiar: another sluggish year with worries about too much debt and too little growth to drive the unemployment rate much below today's 6.9 percent....,The New York Times,"[u'OIL (PETROLEUM) AND GASOLINE', u'FORECASTS']",http://www.nytimes.com/1987/01/04/business/how-industries-will-fare-in-1987-oil-s-high-risk-plays-in-proven-reserves.html,1/4/87,News,4fd1746a8eb7c8105d669467
"Economy, and Trade Gap, on Rise",Week in Review,[u'UNITED STATES'],338,"LEAD: The news surprised economists, even though it sounded familiar: The nation's trade deficit in November was $19.2 billion, a record for a single month....",The New York Times,"[u'INTERNATIONAL TRADE AND WORLD MARKET', u'UNITED STATES ECONOMY', u'BALANCE OF PAYMENTS AND TRADE', u'LEADING ECONOMIC INDICATORS']",http://www.nytimes.com/1987/01/04/weekinreview/the-nation-economy-and-trade-gap-on-rise.html,1/4/87,News,4fd169038eb7c8105d658c79
Car Makers Hop Aboard The Non-Truck Truck,Business,[],519,LEAD: THE outlook for the economy in 1987 looks all-too-familiar: another sluggish year with worries about too much debt and too little growth to drive the unemployment rate much below today's 6.9 percent....,The New York Times,"[u'AUTOMOBILES', u'TRUCKS AND TRUCKING', u'FORECASTS']",http://www.nytimes.com/1987/01/04/business/how-industries-will-fare-in-1987-car-makers-hop-aboard-the-non-truck-truck.html,1/4/87,News,4fd173aa8eb7c8105d66829a
SHULTZ READY FOR TOUR OF 6 BLACK AFRICAN NATIONS,World; Washington,"[u'KENYA', u'IVORY COAST, REPUBLIC OF THE', u'LIBERIA', u'AFRICA', u'SOUTH AFRICA, REPUBLIC OF', u'SENEGAL, REPUBLIC OF', u'NIGERIA', u'CAMEROON']",961,"LEAD: George P. Shultz will leave Tuesday on an eight-day swing through six African countries with close ties to the West. It is the first time the Reagan Administration has sent its Secretary of State to sub-Saharan Africa, where its policies tow...",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'TRAVEL, PERSONAL']",http://www.nytimes.com/1987/01/05/world/shultz-ready-for-tour-of-6-black-african-nations.html,1/5/87,News,4fd174618eb7c8105d668f04
Global Bull Market Had Vigorous Year,Business,"[u'JAPAN', u'HONG KONG', u'GREAT BRITAIN', u'WEST GERMANY', u'CANADA', u'FRANCE', u'UNITED STATES']",2181,"LEAD: The performance of stock markets around the world startled many investment professionals in 1986, the second consecutive year of an extraordinary worldwide bull market....",The New York Times,"[u'NINETEEN HUNDRED EIGHTY-SIX', u'STOCKS AND BONDS', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1987/01/05/business/international-report-global-bull-market-had-vigorous-year.html,1/5/87,News,4fd173a68eb7c8105d667f30
ECONOMIC EXPANSION SEEN FOR '87,Business,[],2119,"LEAD: Almost in spite of itself, the United States economy will continue to expand in 1987, marking the fifth year of unbroken growth, according to forecasts by the Reagan Administration, the Federal Reserve Board and private economists....",The New York Times,"[u'UNITED STATES ECONOMY', u'FORECASTS']",http://www.nytimes.com/1987/01/05/business/economic-expansion-seen-for-87.html,1/5/87,News,4fd166d28eb7c8105d654ca5
"BUSINESS DIGEST: TUESDAY, JANUARY 6, 1987  ",Business,[],677,LEAD: Markets...,The New York Times,[],http://www.nytimes.com/1987/01/06/business/business-digest-tuesday-january-6-1987.html,1/6/87,Summary,4fd173ac8eb7c8105d6682f3
U.S. CHIP MAKERS PLAN CONSORTIUM,Business,"[u'JAPAN', u'UNITED STATES']",1483,"LEAD: United States manufacturers of computer chips, battered by financial losses and competition from Japan, are laying the groundwork for an ambitious cooperative venture in a bid to regain the lead in microelectronics technology....",The New York Times,"[u'JOINT VENTURES AND CONSORTIUMS', u'SEMICONDUCTORS', u'INTERNATIONAL TRADE AND WORLD MARKET', u'DATA PROCESSING']",http://www.nytimes.com/1987/01/06/business/us-chip-makers-plan-consortium.html,1/6/87,News,4fd164f28eb7c8105d651fbc
"DOW SURGES 44.01, TO RECORD 1,971.32",Business,[],1020,"LEAD: So far, Wall Street loves 1987. The stock market had one of the best days in its history yesterday as the Dow Jones industrial average soared to a record level that is within reach of the vaunted 2,000 mark....",The New York Times,"[u""STANDARD & POOR'S STOCK INDEX"", u'RECORDS AND ACHIEVEMENTS', u'OVER-THE-COUNTER TRADING', u'STOCKS AND BONDS', u'DOW JONES STOCK AVERAGE', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1987/01/06/business/dow-surges-44.01-to-record-1971.32.html,1/6/87,News,4fd1616e8eb7c8105d64c00d
"Economic Scene; New, and Most Boring, Budget",Business,[u'UNITED STATES'],865,LEAD: FIRST off the mark in this year's competition for the prize of ''most boring story of the year'' is President Reagan's budget for the 1988 fiscal year....,The New York Times,"[u'FINANCES', u'LAW AND LEGISLATION', u'BUDGETS AND BUDGETING']",http://www.nytimes.com/1987/01/07/business/economic-scene-new-and-most-boring-budget.html,1/7/87,News,4fd179398eb7c8105d67094d
"DOW FLIRTS WITH 2,000, THEN DIPS",Business,[],919,"LEAD: The Dow Jones industrial average zeroed in on the 2,000 mark yesterday, but the historic level proved elusive....",The New York Times,"[u""STANDARD & POOR'S STOCK INDEX"", u'RECORDS AND ACHIEVEMENTS', u'STOCKS AND BONDS', u'DOW JONES STOCK AVERAGE', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1987/01/08/business/dow-flirts-with-2000-then-dips.html,1/8/87,News,4fd173a98eb7c8105d6681b8
Bond Prices Up in All Sectors,Business,[u'UNITED STATES'],760,"LEAD: Bond prices rose modestly in all sectors yesterday, as revived investor demand outpaced the supply of new securities....",The New York Times,"[u'FINANCES', u'GOVERNMENT BONDS']",http://www.nytimes.com/1987/01/08/business/credit-markets-bond-prices-up-in-all-sectors.html,1/8/87,News,4fd179bc8eb7c8105d671512
"DOW TOPS 2,000 FOR THE FIRST TIME AS WALL ST. EXTENDS LATEST RALLY",Front Page; Business,[],1164,"LEAD: Carried aloft by the stock market's stunning New Year rally, the Dow Jones industrial average closed above 2,000 yesterday for the first time ever....",The New York Times,"[u'RECORDS AND ACHIEVEMENTS', u'STOCKS AND BONDS', u'DOW JONES STOCK AVERAGE', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1987/01/09/business/dow-tops-2000-for-the-first-time-as-wall-st-extends-latest-rally.html,1/9/87,News,4fd15b7e8eb7c8105d641815
BEHIND WALL STREET'S SURGE,Business,[],1583,"LEAD: Most economic forecasters kicked off 1987 with a promise that it would be another year of decidedly unexciting economic growth. It has turned out to be a promise that the stock market, so far at least, seems to be irreverently ignoring....",The New York Times,"[u'UNITED STATES ECONOMY', u'PRICES', u'INTEREST (MONEY)', u'CREDIT', u'STOCKS AND BONDS', u'DOW JONES STOCK AVERAGE', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1987/01/09/business/behind-wall-street-s-surge.html,1/9/87,News,4fd161678eb7c8105d64ba07
"BUSINESS DIGEST: FRIDAY, JANUARY 9, 1987",Business,[],694,LEAD:  Markets...,The New York Times,[],http://www.nytimes.com/1987/01/09/business/business-digest-friday-january-9-1987.html,1/9/87,Summary,4fd179b38eb7c8105d670f43
Treasury Bond Prices Climb,Business,[u'UNITED STATES'],581,LEAD: Treasury bond prices closed sharply higher yesterday after laboring under the pressure earlier in the day of economic statistics that were bearish for the credit markets....,The New York Times,"[u'INTEREST (MONEY)', u'CREDIT', u'BOND PRICES AND TRADING VOLUME', u'STOCKS AND BONDS', u'GOVERNMENT BONDS']",http://www.nytimes.com/1987/01/10/business/credit-markets-treasury-bond-prices-climb.html,1/10/87,News,4fd179af8eb7c8105d670cf4
7% FOR ALL 1986,U.S.,[u'UNITED STATES'],1078,"LEAD: The unemployment rate fell two-tenths of a percentage point last month, to 6.6 percent, the lowest level since March 1980, the Labor Department reported today....",The New York Times,"[u'UNEMPLOYMENT AND JOB MARKET', u'LABOR', u'SPANISH-SPEAKING GROUPS (US)']",http://www.nytimes.com/1987/01/10/us/us-jobless-rate-drops-0.2-point-7-for-all-1986.html,1/10/87,News,4fd168fa8eb7c8105d6584c4
A MARKET WHERE CHEMICAL IS KING,Business,[u'NEW YORK CITY METROPOLITAN AREA'],2635,"LEAD: * When one of Chemical Bank's British lending officers was reassigned to Manhattan's garment district not long ago, he began to study more than just the American rag trade. The heavily Jewish garment district is a place where speaking the la...",The New York Times,[u'CREDIT'],http://www.nytimes.com/1987/01/11/business/a-market-where-chemical-is-king.html,1/11/87,News,4fd166d38eb7c8105d654df5
Get Business on the Government's Side,Business,"[u'PHILIPPINES, REPUBLIC OF THE']",1111,"LEAD: NEARLY a year after the defeat of Ferdinand Marcos, the Philippine economy remains capital-starved and in trouble - per capita economic growth fell for the second straight year in 1986. Frightened by political instability, both American and ...",The New York Times,"[u'FOREIGN INVESTMENTS', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1987/01/11/business/business-forum-advice-for-mrs-aquino-get-business-on-the-government-s-side.html,1/11/87,News,4fd1735b8eb7c8105d66790d
PROSPECTS,Business,[],724,LEAD: Divining the Dow...,The New York Times,[u'UNITED STATES ECONOMY'],http://www.nytimes.com/1987/01/11/business/prospects.html,1/11/87,News,4fd15b808eb7c8105d641a09
THE BUSINESS CYCLE ROLLS OVER AND PLAYS DEAD,Business,[],1534,"LEAD: NOT so long ago, an awesome force known as the business cycle drove the economy along much as the moon drives the tides and the sun the seasons. It was almost always there, a perpetual motion machine that propelled the nation through booms a...",The New York Times,"[u'UNEMPLOYMENT AND JOB MARKET', u'LABOR', u'UNITED STATES ECONOMY']",http://www.nytimes.com/1987/01/11/business/the-business-cycle-rolls-over-and-plays-dead.html,1/11/87,News,4fd164e88eb7c8105d651a55
"COMPETITION IS DEAD, LONG LIVE COMPETITION",Arts; Books,[],708,"LEAD: THE BIGNESS COMPLEX Industry, Labor, and Government in the American Economy. By Walter Adams and James W. Brock. 426 pp. New York: Pantheon Books. $22.95....",The New York Times,[u'BOOK REVIEWS'],http://www.nytimes.com/1987/01/11/books/competition-is-dead-long-live-competition.html,1/11/87,Review,4fd179b78eb7c8105d6711e7
REVVING UP THE AMERICAN FACTORY,Business,[],3007,"LEAD: WHEN T. J. Rodgers started the Cypress Semiconductor Corporation in 1983, he was bucking a strong tide. American manufacturers of all stripes were moving their production overseas and Japanese imports were grabbing an ever larger share of th...",The New York Times,"[u'UNITED STATES ECONOMY', u'FACTORIES AND INDUSTRIAL PLANTS']",http://www.nytimes.com/1987/01/11/business/revving-up-the-american-factory.html,1/11/87,News,4fd165ce8eb7c8105d65319c
AIR TRAVEL SETS SOME UNWANTED RECORDS,Week in Review,[u'UNITED STATES'],872,"LEAD: LURED by discount fares and long weekends, travelers flocked to the skies in record numbers over the holiday season. From the Friday before Christmas through the Sunday after New Year's Day, 21 million people, 8 percent more than last year, ...",The New York Times,"[u'PASSENGER SERVICES', u'RECORDS AND ACHIEVEMENTS', u'AIRLINES AND AIRPLANES']",http://www.nytimes.com/1987/01/11/weekinreview/air-travel-sets-some-unwanted-records.html,1/11/87,News,4fd1735b8eb7c8105d667910
A Focus on the U.S. Economy,Business,[],896,"LEAD: For the time being, the credit markets are focusing on forecasts of weak economic growth as a reason why the Federal Reserve and foreign central banks may move to reduce short-term interest rates in coming months....",The New York Times,"[u'UNITED STATES ECONOMY', u'INTEREST (MONEY)', u'CREDIT']",http://www.nytimes.com/1987/01/12/business/credit-markets-a-focus-on-the-us-economy.html,1/12/87,News,4fd170d18eb7c8105d663ca6
STOCK SURGE BUOYS INVESTORS,Business,[u'UNITED STATES'],1181,"LEAD: Wall Streeters with long memories had even more reason than most investors last week to cheer the new year's bullish burst that took the Dow Jones industrial average past 2,000 for the first time. Since 1950, early January gains have proved ...",The New York Times,"[u'FORECASTS', u'STOCKS AND BONDS', u'DOW JONES STOCK AVERAGE', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1987/01/12/business/stock-surge-buoys-investors.html,1/12/87,News,4fd174618eb7c8105d668eee
U.S. PANEL DIVIDED ON AIDING DISPLACED WORKERS,U.S.,[],926,LEAD: A Reagan Administration advisory council is deeply divided over how to address the growing problem of workers who lose their jobs because of imports or changes in the economy....,The New York Times,"[u'UNEMPLOYMENT AND JOB MARKET', u'LABOR', u'INTERNATIONAL TRADE AND WORLD MARKET', u'ECONOMIC CONDITIONS AND TRENDS', u'FEDERAL AID (US)']",http://www.nytimes.com/1987/01/12/us/us-panel-divided-on-aiding-displaced-workers.html,1/12/87,News,4fd168fd8eb7c8105d65877f
Market Place; Stock Frenzy Grips Mexico,Business,[u'MEXICO'],889,"LEAD: INVESTORS have stood in line to buy shares, the stock market index has raced upward at a dizzying pace and a general investing frenzy has gripped Mexico as the nation's stock market enters what analysts here call a ''superboom.''...",The New York Times,"[u'STOCKS AND BONDS', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1987/01/13/business/market-place-stock-frenzy-grips-mexico.html,1/13/87,News,4fd15b878eb7c8105d641df8
"EXPECT SOFT SALES IN '87, EXPERTS TELL RETAILERS",Business,[u'UNITED STATES'],475,"LEAD: Retail sales will be soft in the first half of this year and perhaps for the entire year, with no significant improvement until 1988, economists predicted yesterday at the opening convention sessions of the National Retail Merchants Associat...",The New York Times,"[u'SALES', u'UNITED STATES ECONOMY', u'FORECASTS', u'RETAIL STORES AND TRADE']",http://www.nytimes.com/1987/01/13/business/expect-soft-sales-in-87-experts-tell-retailers.html,1/13/87,News,4fd173aa8eb7c8105d66827b
"BUSINESS DIGEST: TUESDAY, JANUARY 13, 1987",Business,[],689,LEAD:  Markets...,The New York Times,[],http://www.nytimes.com/1987/01/13/business/business-digest-tuesday-january-13-1987.html,1/13/87,Summary,4fd1746a8eb7c8105d669420
U.S. HEALTH CARE FAULTED IN SENATE,Front Page; Health; U.S.,[],1185,"LEAD: Testifying before a Senate Committee today, Joseph A. Califano Jr. called health care in this country ''a pothole system because it damages our people and shatters their lives.''...",The New York Times,"[u'LABOR', u'UNEMPLOYMENT AND JOB MARKET', u'HEALTH INSURANCE', u'MEDICINE AND HEALTH']",http://www.nytimes.com/1987/01/13/us/us-health-care-faulted-in-senate.html,1/13/87,News,4fd166d88eb7c8105d65515d
The New 'Competiveness' Industry,Opinion,[],905,"LEAD: No issue summons more bipartisan support, none elicits more unanimous conviction than American ''competitiveness.''...",The New York Times,"[u'INTERNATIONAL TRADE AND WORLD MARKET', u'UNITED STATES ECONOMY']",http://www.nytimes.com/1987/01/14/opinion/the-new-competiveness-industry.html,1/14/87,Op-Ed,4fd1745f8eb7c8105d668cd6
Economic Scene; What Feeds A Bull Market,Business,[],878,LEAD: WHAT explains the disparity between the roaring bull stock market and the sluggish economy?...,The New York Times,"[u'FORECASTS', u'ECONOMIC CONDITIONS AND TRENDS', u'STOCKS AND BONDS', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1987/01/14/business/economic-scene-what-feeds-a-bull-market.html,1/14/87,News,4fd166cf8eb7c8105d654ab1
RIFT OVER HIGH-TECH EXPORTS,Science; Technology; Business,"[u'UNION OF SOVIET SOCIALIST REPUBLICS', u'UNITED STATES']",964,"LEAD: Creating a storm of protest, a National Academy of Sciences report has derided the Reagan Administration's efforts to restrict exports of high-technology goods....",The New York Times,"[u'ARMAMENT, DEFENSE AND MILITARY FORCES', u'INTERNATIONAL TRADE AND WORLD MARKET', u'SCIENCE AND TECHNOLOGY']",http://www.nytimes.com/1987/01/14/business/rift-over-high-tech-exports.html,1/14/87,News,4fd179b18eb7c8105d670e21
OFFICIALS SAY U.S. SEEKS BIGGER DROP FOR WEAK DOLLAR,Front Page; Business,"[u'WEST GERMANY', u'UNITED STATES']",863,"LEAD: The Reagan Administration let it be known today that it wants the dollar, now the weakest it has been since the start of the decade, to decline still further....",The New York Times,"[u'INTERNATIONAL MONETARY SYSTEM', u'INTERNATIONAL TRADE AND WORLD MARKET', u'PROTECTIONISM (TRADE)', u'CURRENCY']",http://www.nytimes.com/1987/01/14/business/officials-say-us-seeks-bigger-drop-for-weak-dollar.html,1/14/87,News,4fd15b7c8eb7c8105d641728
U.S. UPSETS ALLIES BY LETTING DOLLAR EXTEND ITS DECLINE,Front Page; Business,"[u'JAPAN', u'WEST GERMANY', u'UNITED STATES']",1106,"LEAD: The dollar tumbled again today, driven by continued signals from the White House that the Government would not support the currency....",The New York Times,"[u'INTERNATIONAL MONETARY SYSTEM', u'INTERNATIONAL TRADE AND WORLD MARKET', u'CURRENCY']",http://www.nytimes.com/1987/01/15/business/us-upsets-allies-by-letting-dollar-extend-its-decline.html,1/15/87,News,4fd174678eb7c8105d66920d
REMOVAL OF OMAHA MAYOR STIRS PRIDE AND SADNESS,U.S.,[u'OMAHA (NEB)'],981,"LEAD: ''If you want to know who runs things here,'' an Omaha native the other day, ''just look at the board of Ak-Sar-Ben.'' Ak-Sar-Ben, which is Nebraska spelled backward, is the name of the local horse-racing track, and the seats on its board of...",The New York Times,"[u'MAYORS', u'RECALL (ELECTIONS)', u'ETHICS', u'POLITICS AND GOVERNMENT']",http://www.nytimes.com/1987/01/15/us/removal-of-omaha-mayor-stirs-pride-and-sadness.html,1/15/87,News,4fd173a98eb7c8105d668129
Treasury Bonds Drop Again,Business,[],882,"LEAD: Treasury bond prices declined yesterday for a third consecutive day, as developments in the domestic economy and foreign exchange markets reduced demand from investors and speculators....",The New York Times,"[u'CREDIT', u'GOVERNMENT BONDS']",http://www.nytimes.com/1987/01/15/business/credit-markets-treasury-bonds-drop-again.html,1/15/87,News,4fd166d58eb7c8105d654f8d
Panel Releases Export Study,Science; Technology; Business,[],234,"LEAD: The National Academy of Sciences released a report today calling for less Government restriction of high-technology exports, saying that existing rules cost the United States billions of dollars in jobs and trade each year....",The New York Times,"[u'INTERNATIONAL TRADE AND WORLD MARKET', u'SCIENCE AND TECHNOLOGY']",http://www.nytimes.com/1987/01/15/business/panel-releases-export-study.html,1/15/87,News,4fd174678eb7c8105d669225
Good for the U.S. and for Mexico,Opinion,[u'MEXICO'],512,LEAD: To the Editor:...,The New York Times,[u'UNITED STATES ECONOMY'],http://www.nytimes.com/1987/01/15/opinion/l-good-for-the-us-and-for-mexico-096987.html,1/15/87,Letter,4fd179bb8eb7c8105d671411
"IF THE PHONE WORKS, IT MUST BE THE IVORY COAST",World,"[u'IVORY COAST, REPUBLIC OF THE', u'FRANCE']",816,LEAD: Teodore Codo had a simple choice....,The New York Times,"[u'POPULATION', u'IMMIGRATION AND EMIGRATION', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1987/01/15/world/abidjan-journal-if-the-phone-works-it-must-be-the-ivory-coast.html,1/15/87,News,4fd15b838eb7c8105d641ba8
WHAT THE DOLLAR'S FALL MEANS,Business,[u'UNITED STATES'],1099,"LEAD: As it has all week, the dollar, the most widely used currency in international finance, came under severe attack again yesterday in foreign exchange markets around the world....",The New York Times,"[u'INTERNATIONAL TRADE AND WORLD MARKET', u'CURRENCY', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1987/01/15/business/what-the-dollar-s-fall-means.html,1/15/87,News,4fd15b838eb7c8105d641ba6
"BUSINESS DIGEST: THURSDAY, JANUARY 15, 1987",Business,[],667,LEAD:  The Economy...,The New York Times,[],http://www.nytimes.com/1987/01/15/business/business-digest-thursday-january-15-1987.html,1/15/87,Summary,4fd15b838eb7c8105d641baf
WALL STREET RALLY GETS SECOND WIND,Business,[],913,LEAD: Wall Street's two-week-old rally got a second wind yesterday when technology issues led the entire market to another big gain....,The New York Times,"[u""STANDARD & POOR'S STOCK INDEX"", u'RECORDS AND ACHIEVEMENTS', u'STOCKS AND BONDS', u'DOW JONES STOCK AVERAGE', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1987/01/15/business/wall-street-rally-gets-second-wind.html,1/15/87,News,4fd165d18eb7c8105d6533ff
TREASURY BONDS RISE SLIGHTLY,Business,[u'UNITED STATES'],974,"LEAD: Treasury bond prices rose slightly yesterday, following the lead of the foreign exchange market, where the dollar improved against major foreign currencies....",The New York Times,"[u'INTERNATIONAL MONETARY SYSTEM', u'PRICES', u'CURRENCY', u'CREDIT', u'STOCKS AND BONDS', u'GOVERNMENT BONDS']",http://www.nytimes.com/1987/01/16/business/credit-markets-treasury-bonds-rise-slightly.html,1/16/87,News,4fd179ac8eb7c8105d670b53
CONGRESS AMENABLE TO FURTHER DROP,Business,"[u'WEST GERMANY', u'UNITED STATES']",694,"LEAD: As the value of the dollar stabilized today, leading members of Congress said they would welcome a further decline to help shrink the nation's trade deficit - if it came in an orderly way....",The New York Times,"[u'INTERNATIONAL MONETARY SYSTEM', u'INTERNATIONAL TRADE AND WORLD MARKET', u'TAXATION', u'CURRENCY', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1987/01/16/business/currency-news-congress-amenable-to-further-drop.html,1/16/87,News,4fd161638eb7c8105d64b74c
VOLUME IS RECORD AS STOCKS EXTEND STREAK TO 10 DAYS,Front Page; Business,[],1317,LEAD: Wall Street erupted with another explosive rally yesterday that sent trading volume to a record. The advance made the stock market's winning streak the longest - and most productive - in 14 years....,The New York Times,"[u'STOCKS AND BONDS', u'DOW JONES STOCK AVERAGE']",http://www.nytimes.com/1987/01/16/business/volume-is-record-as-stocks-extend-streak-to-10-days.html,1/16/87,News,4fd15b798eb7c8105d64150f
DOLLAR ROUT HALTED FOR TIME BEING,Business,[u'UNITED STATES'],640,"LEAD: The dollar firmed yesterday, ending at least for the moment what had been a three-day rout....",The New York Times,"[u'INTERNATIONAL MONETARY SYSTEM', u'CURRENCY']",http://www.nytimes.com/1987/01/16/business/dollar-rout-halted-for-time-being.html,1/16/87,News,4fd179ad8eb7c8105d670b5e
