headline,section,locations,word_count,snippet,source,subjects,url,date,type,id
Jobless Rate Down for 5th Year in a Row,U.S.,[u'UNITED STATES'],1090,"LEAD: The Labor Department said today that unemployment fell in 1988 for the fifth year in a row, to a yearly average of 5.4 percent....",The New York Times,"[u'UNEMPLOYMENT AND JOB MARKET', u'LABOR', u'WAGES AND SALARIES']",http://www.nytimes.com/1989/01/07/us/jobless-rate-down-for-5th-year-in-a-row.html,1/7/89,News,4fd188558eb7c8105d688b72
"Oaxaca, Poised on the Edge of a Boom",Travel,"[u'MEXICO', u'OAXACA (MEXICO)']",3185,"LEAD: ESSENTIALLY, foreign travelers are drawn to Mexico for any of four reasons: beaches, pre-Columbian ruins, Spanish colonial architecture or traditional handicrafts. It is ironic, then, that one of the few regions that contains all these attra...",The New York Times,[u'TRAVEL AND VACATIONS'],http://www.nytimes.com/1989/01/08/travel/oaxaca-poised-on-the-edge-of-a-boom.html,1/8/89,News,4fd187a48eb7c8105d6870bf
How Israel's Economic Revival Ran Out of Steam,Week in Review,"[u'ISRAEL, STATE OF']",844,"LEAD: AT the turn of the century, the creed of the founders of modern Israel was Labor Zionism. Steeped in European socialism and a belief in hard outdoor work, and determined to escape pogroms and shtetls, they sought not only a new country, but ...",The New York Times,"[u'INTERNATIONAL TRADE AND WORLD MARKET', u'POLITICS AND GOVERNMENT', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1989/01/08/weekinreview/the-world-how-israel-s-economic-revival-ran-out-of-steam.html,1/8/89,News,4fd17da48eb7c8105d677762
MR. STOCK MARKET': Li Yining; Selling China on a 'Public' Privatization,Business,"[u""CHINA, PEOPLE'S REPUBLIC OF""]",1917,"LEAD: Some economists dream of writing textbooks, others of having equations named for them. Li Yining is more ambitious: He dreams of changing China....",The New York Times,"[u'REFORM AND REORGANIZATION', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1989/01/08/business/mr-stock-market-li-yining-selling-china-on-a-public-privatization.html,1/8/89,News,4fd192358eb7c8105d69ab61
Rebuild America by Rebuilding Labor,Business,[],987,"LEAD: A dangerous, virtually unquestioned assumption has taken hold of American management - that the best way to be competitive is to cut people, wages and salaries. This assumption has led to the trade deficits that are bankrupting America, and ...",The New York Times,"[u'LABOR', u'EXECUTIVES AND MANAGEMENT', u'LAYOFFS (LABOR)', u'WAGES AND SALARIES', u'CORPORATIONS']",http://www.nytimes.com/1989/01/08/business/business-forum-wages-and-productivity-rebuild-america-by-rebuilding-labor.html,1/8/89,News,4fd187a48eb7c8105d6870d0
WESTCHESTER GUIDE,New York and Region,[],1100,"LEAD:  A NEW EUROPE  In 1992 twelve European nations will lift all restrictions on their citizens' ability to live and work in each others' countries. ''There will really be a united European nation,'' said Henry Gordan, moderator of a forum calle...",The New York Times,[u'ENTERTAINMENT AND AMUSEMENTS'],http://www.nytimes.com/1989/01/08/nyregion/westchester-guide-342589.html,1/8/89,News,4fd1a1b88eb7c8105d6b7145
The Battle to Save the Banks,Business,[u'UNITED STATES'],1872,"LEAD: The silent run was accelerating at the First RepublicBank Corporation's offices in Texas - silent because retail customers were not lining up on the streets. This run was being fueled by large institutions, including other banks, racing to e...",The New York Times,"[u'SAVINGS AND LOAN ASSOCIATIONS', u'BANKS AND BANKING']",http://www.nytimes.com/1989/01/08/business/business-forum-at-the-chairman-s-side-the-battle-to-save-the-banks.html,1/8/89,News,4fd1a1b88eb7c8105d6b7135
BUSH AIDES STUDY IDEAS TO REDIRECT GOALS OF BUSINESS,Front Page; Business,[],1823,"LEAD: President-elect George Bush's economic policy makers are preparing proposals to encourage American businesses to concentrate more on productivity and growth and less on quick profits, Mr. Bush's advisers in the Treasury Department report....",The New York Times,"[u'CAPITAL GAINS TAX', u'TAXATION', u'UNITED STATES ECONOMY', u'PRODUCTIVITY']",http://www.nytimes.com/1989/01/09/business/bush-aides-study-ideas-to-redirect-goals-of-business.html,1/9/89,News,4fd187a78eb7c8105d6872e6
The Ant and the Grasshopper; Why Is U.S. Prosperity Eroding? Japan's Lessons.,Opinion,[u'JAPAN'],869,"LEAD: Japan and America are engaged in a furious struggle of which many Americans seem scarcely aware, a struggle that neither has to lose....",The New York Times,"[u'INTERNATIONAL TRADE AND WORLD MARKET', u'SURVEYS AND SERIES', u'UNITED STATES ECONOMY', u'EDITORIALS', u'PRODUCTIVITY', u'SCIENCE AND TECHNOLOGY', u'RESEARCH', u'FEDERAL AID (US)', u'ECONOMIC CONDITIONS AND TRENDS', u'NEW MODELS, DESIGN AND PRODUCTS']",http://www.nytimes.com/1989/01/09/opinion/the-ant-and-the-grasshopper-why-is-us-prosperity-eroding-japan-s-lessons.html,1/9/89,Editorial; Series,4fd1884b8eb7c8105d68857f
BUSINESS DIGEST,Business,[],652,"LEAD:  THE ECONOMY  President-elect Bush's economic team is preparing proposals to encourage businesses to concentrate more on productivity and growth and less on quick profits, Treasury officials say. The new administration hopes to confront prob...",The New York Times,[],http://www.nytimes.com/1989/01/09/business/business-digest-917789.html,1/9/89,Summary,4fd192378eb7c8105d69ad6a
"From Russia, With Love for U.S. Goods",Front Page; Travel; New York and Region,"[u'NEW YORK CITY', u'UNION OF SOVIET SOCIALIST REPUBLICS (USSR)']",1637,"LEAD: In Brooklyn, Queens, New Jersey and on Long Island, wherever Russian is spoken these days around New York, you can hear variations on amused laments about the ''vacuum cleaners,'' one of the latest phenomena spawned by a changing Soviet Unio...",The New York Times,"[u'SALES', u'VISAS', u'TRAVEL AND VACATIONS', u'RETAIL STORES AND TRADE']",http://www.nytimes.com/1989/01/10/nyregion/from-russia-with-love-for-us-goods.html,1/10/89,News,4fd1923c8eb7c8105d69b282
"New Wind for the Panting Giant; Tasks for America: Compete, Save, Stimulate, Persist",Opinion,[u'JAPAN'],862,"LEAD: Twenty years ago, America's economy was the envy of friends and enemies, an engine of progress leading the world in virtually every branch of technology and generating the world's highest living standard. Today it is a panting giant, increas...",The New York Times,"[u'INTERNATIONAL TRADE AND WORLD MARKET', u'SURVEYS AND SERIES', u'UNITED STATES ECONOMY', u'EDITORIALS', u'PRODUCTIVITY', u'SCIENCE AND TECHNOLOGY', u'RESEARCH', u'NEW MODELS, DESIGN AND PRODUCTS']",http://www.nytimes.com/1989/01/10/opinion/new-wind-for-the-panting-giant-tasks-for-america-compete-save-stimulate-persist.html,1/10/89,Editorial; Series,4fd187b28eb7c8105d68782b
California's 6-Year Boom May Be Over,Business,[u'CALIFORNIA'],1344,"LEAD: California's six-year economic boom, which strengthened the state's image as a land of boundless opportunity, may be coming to an end....",The New York Times,"[u'WATER POLLUTION', u'DEFENSE CONTRACTS', u'SHORTAGES', u'HOUSING', u'FORECASTS', u'BUILDING (CONSTRUCTION)', u'ECONOMIC CONDITIONS AND TRENDS', u'WASTE MATERIALS AND DISPOSAL', u'AIR POLLUTION', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/1989/01/11/business/california-s-6-year-boom-may-be-over.html,1/11/89,News,4fd17e208eb7c8105d6787af
ROUND OF SELLING ENDS DOLLAR RALLY,Front Page; Business,"[u'WEST GERMANY', u'UNITED STATES']",779,"LEAD: A new, coordinated round of dollar selling by central banks, led by the Federal Reserve and the West German Bundesbank, stopped a new year's rally in the dollar yesterday....",The New York Times,"[u'INTERNATIONAL MONETARY SYSTEM', u'UNITED STATES ECONOMY', u'CURRENCY', u'CREDIT']",http://www.nytimes.com/1989/01/12/business/currency-markets-round-of-selling-ends-dollar-rally.html,1/12/89,News,4fd180bf8eb7c8105d67c9d1
Need for High-Tech Consortiums Stressed,Science; Technology; Business,[u'UNITED STATES'],1644,"LEAD: Executives in several high-tech industries and some academics and Government officials say that if the United States is to remain competitive, it must begin forming a large number of cooperative research and development consortiums. The join...",The New York Times,"[u'JOINT VENTURES AND CONSORTIUMS', u'UNITED STATES ECONOMY', u'SCIENCE AND TECHNOLOGY', u'RESEARCH']",http://www.nytimes.com/1989/01/12/business/need-for-high-tech-consortiums-stressed.html,1/12/89,News,4fd17da98eb7c8105d677b6e
BUSINESS DIGEST,Business,[],596,LEAD:  The Economy...,The New York Times,[],http://www.nytimes.com/1989/01/12/business/business-digest-763789.html,1/12/89,Summary,4fd1884f8eb7c8105d68881c
"Excerpts From News Session by Bush, Watkins and Bennett",U.S.; Washington,[u'UNITED STATES'],4577,"LEAD: Following are excerpts from a transcript of President-elect George Bush's news conference with Adm. James D. Watkins and William J. Bennett in Washington yesterday, as recorded by The New York Times through the facilities of ABC Radio News: ...",The New York Times,"[u'APPOINTMENTS AND EXECUTIVE CHANGES', u'UNITED STATES POLITICS AND GOVERNMENT', u'DRUG TRAFFIC', u'DRUG ADDICTION AND ABUSE']",http://www.nytimes.com/1989/01/13/us/excerpts-from-news-session-by-bush-watkins-and-bennett.html,1/13/89,Text,4fd192368eb7c8105d69ac88
Market Place; Cyclical Stocks Seem Depressed,Business,[],594,"LEAD: THE United States economy is in the seventh year of expansion, and nothing lasts forever....",The New York Times,"[u'STOCKS AND BONDS', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1989/01/13/business/market-place-cyclical-stocks-seem-depressed.html,1/13/89,News,4fd199e28eb7c8105d6aa1d0
Intervention Fails to Halt Dollar Rise,Business,[u'UNITED STATES'],804,"LEAD: The dollar surged again yesterday, overcoming a round of coordinated central bank intervention led by the Federal Reserve with repeated dollar selling....",The New York Times,"[u'INTERNATIONAL MONETARY SYSTEM', u'CURRENCY']",http://www.nytimes.com/1989/01/14/business/currency-markets-intervention-fails-to-halt-dollar-rise.html,1/14/89,News,4fd1923b8eb7c8105d69b183
PROODUCER PRICES UP 0.4% IN MONTH AND 4% FOR 1988,Business,[],874,"LEAD: In a report signaling that inflationary pressures are still growing, the Labor Department said yesterday that producer prices rose by four-tenths of 1 percent in December....",The New York Times,"[u'UNITED STATES ECONOMY', u'PRICES', u'PRODUCER PRICE INDEX', u'FORECASTS']",http://www.nytimes.com/1989/01/14/business/prooducer-prices-up-0.4-in-month-and-4-for-1988.html,1/14/89,News,4fd187b08eb7c8105d687716
CAUTION AT THE FED,Magazine,[],5890,"LEAD: ALAN GREENSPAN, CHAIRMAN OF THE FEDERAL Reserve Board, comes quickly across the office from his big, mahogany-brown desk, and greets his visitor with a nod and a gentle handshake. A friend of his says that Greenspan looks like Woody Allen, a...",The New York Times,"[u'RECESSION AND DEPRESSION', u'UNITED STATES ECONOMY', u'PRICES', u'INTEREST (MONEY)', u'BIOGRAPHICAL INFORMATION', u'CREDIT', u'INFLATION']",http://www.nytimes.com/1989/01/15/magazine/alan-greenspan-caution-at-the-fed.html,1/15/89,News,4fd199e38eb7c8105d6aa256
CREATED BY THEIR ENEMIES,Arts; Books,[],1354,LEAD:  THE CONSTRUCTION OF HOMOSEXUALITY  By David F. Greenberg.  635 pp. Illinois:  The University of Chicago Press. $29.95....,The New York Times,[u'BOOK REVIEWS'],http://www.nytimes.com/1989/01/15/books/created-by-their-enemies.html,1/15/89,Review,4fd199e38eb7c8105d6aa25c
"Spain, Losing Backward Image, Booms as It Lures Foreign Money",World,[u'SPAIN'],1446,"LEAD: With Europe's fastest economic growth rate and foreign investment that has tripled in five years, Spain is turning into the continent's Sun Belt....",The New York Times,"[u'FOREIGN INVESTMENTS', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1989/01/15/world/spain-losing-backward-image-booms-as-it-lures-foreign-money.html,1/15/89,News,4fd180ba8eb7c8105d67c554
A Vicious Circle Keeps Latin America in Debt,Washington; Week in Review,[u'LATIN AMERICA'],1382,"LEAD: IMAGINE a family that suddenly finds it can no longer keep up payments on its $80,000 mortgage and falls $6,000 behind....",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'CREDIT']",http://www.nytimes.com/1989/01/15/weekinreview/the-world-a-vicious-circle-keeps-latin-america-in-debt.html,1/15/89,News,4fd192378eb7c8105d69ad2e
Turkish Economy at a Turning Point,Business,[u'TURKEY'],1367,"LEAD: As 1988 drew to a close, Turkey's Prime Minister Turgut Ozal received an unusual, and unwelcome, package in the mail: Five men from the western city of Denizli had sent him the belts to their trousers....",The New York Times,"[u'PRICES', u'FINANCES', u'POLITICS AND GOVERNMENT', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1989/01/16/business/international-report-turkish-economy-at-a-turning-point.html,1/16/89,News,4fd1923f8eb7c8105d69b44d
Indications Look Better for Bonds,Business,[u'UNITED STATES'],888,"LEAD: Credit market conditions could well stabilize or perhaps even improve a bit more during the next few weeks, buttressed by strong technical factors and interest rates that hover close to or above 9 percent across the maturity spectrum....",The New York Times,"[u'FORECASTS', u'CREDIT']",http://www.nytimes.com/1989/01/16/business/credit-markets-indications-look-better-for-bonds.html,1/16/89,News,4fd180c58eb7c8105d67cebf
SOVIETS' HARVEST WORST IN 3 YEARS,Front Page; Business,[u'UNION OF SOVIET SOCIALIST REPUBLICS (USSR)'],702,"LEAD: The Soviet Union's grain harvest last year fell 40 million tons short of the target of 235 million tons, according to preliminary estimates, a Soviet offical said today....",The New York Times,"[u'DROUGHT', u'FORECASTS', u'GRAIN', u'PRODUCTION']",http://www.nytimes.com/1989/01/17/business/soviets-harvest-worst-in-3-years.html,1/17/89,News,4fd192398eb7c8105d69af57
Excerpts From Baker's Testimony Before Senate Committee,U.S.; Washington,"[u'MIDDLE EAST', u'UNION OF SOVIET SOCIALIST REPUBLICS (USSR)']",3602,"LEAD: Following are excerpts from testimony yesterday by James A. Baker 3d, the nominee for Secretary of State, at his confirmation hearing before the Senate Foreign Relations Committee. The testimony was recorded by The New York Times, through th...",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'APPOINTMENTS AND EXECUTIVE CHANGES', u'INTERNATIONAL RELATIONS', u'CHEMICAL WARFARE']",http://www.nytimes.com/1989/01/18/us/transition-in-washington-excerpts-from-baker-s-testimony-before-senate-committee.html,1/18/89,Text,4fd180bf8eb7c8105d67c907
Warning From Tokyo on Trade and Dollar,Business,"[u'JAPAN', u'UNITED STATES']",800,"LEAD: A senior official of Japan's powerful Finance Ministry warned today that a widening trade surplus with the United States would not be improved by further declines in the dollar, suggesting that the Bush administration will have to take a mar...",The New York Times,"[u'INTERNATIONAL TRADE AND WORLD MARKET', u'CURRENCY']",http://www.nytimes.com/1989/01/18/business/warning-from-tokyo-on-trade-and-dollar.html,1/18/89,News,4fd17da98eb7c8105d677ade
U.S. Trade Gap Widens Sharply As Imports Soar,Front Page; Business,[u'UNITED STATES'],959,"LEAD: The nation's trade deficit widened substantially in November, to $12.5 billion, as exports fell and imports surged to their second-highest level, the Commerce Department reported today....",The New York Times,[u'INTERNATIONAL TRADE AND WORLD MARKET'],http://www.nytimes.com/1989/01/19/business/us-trade-gap-widens-sharply-as-imports-soar.html,1/19/89,News,4fd199588eb7c8105d6a9284
Dow Gains 24.11; Rising Dollar Helps,Business,[],588,LEAD: Stock prices rose sharply yesterday as the Dow Jones industrial average reached another post-crash high....,The New York Times,"[u'STOCKS AND BONDS', u'DOW JONES STOCK AVERAGE', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1989/01/19/business/dow-gains-24.11-rising-dollar-helps.html,1/19/89,News,4fd1884a8eb7c8105d6884d8
Japan's Trade Surplus Hit a Record Last Month,Business,[u'JAPAN'],749,"LEAD: Amid growing concern over its trade gap with the United States and Europe, Japanese officials reported today that the country's trade surplus had widened in December to $9.65 billion, a record monthly imbalance....",The New York Times,"[u'INTERNATIONAL TRADE AND WORLD MARKET', u'BALANCE OF PAYMENTS AND TRADE']",http://www.nytimes.com/1989/01/19/business/japan-s-trade-surplus-hit-a-record-last-month.html,1/19/89,News,4fd192358eb7c8105d69ac11
BUSINESS DIGEST,Business,[],698,LEAD:  THE ECONOMY  The Federal Reserve said it would allow banking companies to raise money for corporations in the bond market. The decision breaks down part of the wall that has separated banking and the securities business since 1933 - the Gla...,The New York Times,[],http://www.nytimes.com/1989/01/19/business/business-digest-502589.html,1/19/89,Summary,4fd1a1b98eb7c8105d6b71fe
Croatian Official Chosen to Be Yugoslav Premier,World,[u'YUGOSLAVIA'],625,"LEAD: Ante Markovic, a member of the collective presidency of Croatia who is regarded as a supporter of economic change, was chosen as Yugoslavia's Prime Minister today....",The New York Times,[u'ECONOMIC CONDITIONS AND TRENDS'],http://www.nytimes.com/1989/01/20/world/croatian-official-chosen-to-be-yugoslav-premier.html,1/20/89,News,4fd199ea8eb7c8105d6aa704
BUSINESS DIGEST,Business,[],581,LEAD: Markets...,The New York Times,[],http://www.nytimes.com/1989/01/20/business/business-digest-812689.html,1/20/89,Summary,4fd1923b8eb7c8105d69b125
"Let the Yen, Pounds and Marks Pour In",Opinion,[],967,"LEAD: In the recent election campaign, a number of responsible voices claimed that foreign investment in the United States was both big and bad. An understanding of the facts, however, indicates quite the opposite. Foreign investment is modest and...",The New York Times,"[u'FOREIGN INVESTMENTS', u'UNITED STATES ECONOMY']",http://www.nytimes.com/1989/01/21/opinion/let-the-yen-pounds-and-marks-pour-in.html,1/21/89,Op-Ed,4fd192378eb7c8105d69ad83
Trade Deficit: Economists Gloomy,Business,[u'UNITED STATES'],1209,"LEAD: After a long and agonizing battle that finally put the trade deficit on a downward course last year, the United States already confronts the prospect of seeing that progress slip away, many economists fear....",The New York Times,"[u'INTERNATIONAL TRADE AND WORLD MARKET', u'BALANCE OF PAYMENTS AND TRADE']",http://www.nytimes.com/1989/01/21/business/trade-deficit-economists-gloomy.html,1/21/89,News,4fd1884b8eb7c8105d68859f
What the World Expects From George Bush: Japan,Washington; Week in Review,[u'JAPAN'],219,"LEAD: WHEN President Bush turns his attention to Japan, he will find problems that center on trade and defense and, lurking in the background, increasing American technological dependence on Japan....",The New York Times,[u'UNITED STATES INTERNATIONAL RELATIONS'],http://www.nytimes.com/1989/01/22/weekinreview/what-the-world-expects-from-george-bush-japan.html,1/22/89,News,4fd180c08eb7c8105d67caa3
Which Way Does the New Breeze Blow?,Washington; Week in Review,[],1171,"LEAD: GEORGE BUSH assumed the Presidency as one of the best known and least understood figures in American politics, a many-sided man who can simultaneously embrace rugged individualism and self-denial, praising in his Inaugural Address both ''the...",The New York Times,"[u'INAUGURATIONS', u'UNITED STATES POLITICS AND GOVERNMENT']",http://www.nytimes.com/1989/01/22/weekinreview/president-bush-which-way-does-the-new-breeze-blow.html,1/22/89,News,4fd17e238eb7c8105d678a4b
