headline,section,locations,word_count,snippet,source,subjects,url,date,type,id
THE BIG BOARD'S BEST AND WORST OF 1981,Business,[],993,"The New York Stock Exchange's worst performers of 1981 were either victims of a changing economy that left them mired in unprofitability or of poor management decisions.   The three stocks that fared the worst last year were AM International, the ...",The New York Times,"[u'EXECUTIVES AND MANAGEMENT', u'UNITED STATES ECONOMY', u'FINANCES', u'STOCKS AND BONDS', u'004-21-74', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1982/01/04/business/the-big-board-s-best-and-worst-of-1981.html,1/4/82,News,4fd11f1b8eb7c8105d5ded22
THE CALENDAR,U.S.; Washington,"[u'WEST GERMANY', u'UNITED STATES']",457,Monday   The holidays are over and it will be business as usual for President Reagan and the executive branch of Government this week.  But Congress is still enjoying what it terms its ''district work period'' and the Supreme Court is in recess.  ...,The New York Times,"[u'004-20-50', u'UNEMPLOYMENT AND JOB MARKET', u'LABOR (US', u'UNITED STATES POLITICS AND GOVERNMENT', u'UNITED STATE INTERNATIONAL RELATIONS']",http://www.nytimes.com/1982/01/04/us/the-calendar.html,1/4/82,News,4fd1335c8eb7c8105d602b87
Dow Up 7.52 in Slow Trading,Business,[],427,"Led by International Business Machines, the stock market posted a moderate adva nce yesterday amid slow trading in the first session of 1982.   The Dow Jones industrial average, gaining strength in the final hour, rose 7.52 points, to 882.52. Last...",The New York Times,"[u'005-21-91', u'DOW JONES STOCK AVERAGE', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1982/01/05/business/dow-up-7.52-in-slow-trading.html,1/5/82,News,4fd11a018eb7c8105d5d39d9
"TUESDAY, JANUARY 5, 1982; Markets",Business,[],649,"A $1.4 billion increase in the nation's basic money supply was reported by the Federal Reserve. The unexpected rise startled the credit markets, where a slight decline had been expected. (Page D1.) Short-term and long-term interest rates rose shar...",The New York Times,[u'NO INDEX TERMS'],http://www.nytimes.com/1982/01/05/business/business-digest-tuesday-january-5-1982-markets.html,1/5/82,News,4fd11c2f8eb7c8105d5d8b55
"Dollar Down; Gold Off Overseas, Up in U.S.",Business,[u'UNITED STATES'],360,The value of the dollar slipped in relation to other major currencies on foreign exchange markets yesterday in the first trading session of 1982. Gold prices recovered in late American trading after falling earlier.   Currency dealers in the Unite...,AP,"[u'005-22-02', u'PRICES', u'CURRENCY', u'GOLD']",http://www.nytimes.com/1982/01/05/business/currency-markets-dollar-down-gold-off-overseas-up-in-us.html,1/5/82,News,4fd11d388eb7c8105d5daf63
ENDS AT 865.30,Business,[],784,"The Dow Jones industrial average plunged 17.22 points, to 865.30, yesterday as investors reacted to a surprise increase in the nation's basic money supply and to forecasts of higher interest rates by a prominent economist.   These developments, co...",The New York Times,"[u'006-21-50', u'STOCKS AND BONDS', u'DOW JONES STOCK AVERAGE', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1982/01/06/business/dow-slides-17.22-ends-at-865.30.html,1/6/82,News,4fd11a088eb7c8105d5d3f60
Economic Scene; The Sanctions A nd the Allies,Business,"[u'WEST GERMANY', u'POLAND']",783,"THE Polish crisis - and the efforts of President Reagan and Chancellor Helmut Schmidt of West Germany to coordinate their political and economic positions on how to deal with it - needs to be seen as a critical element in a larger agony, which is ...",The New York Times,"[u'INTERNATIONAL TRADE AND WORLD MARKET', u'UNITED STATES INTERNATIONAL TRADE', u'UNITED STATE INTERNATIONAL RELATIONS', u'006-21-52']",http://www.nytimes.com/1982/01/06/business/economic-scene-the-sanctions-a-nd-the-allies.html,1/6/82,News,4fd120438eb7c8105d5e0d35
HOUSING PANEL URGES MORE LENDER LEEWAY,Business,[u'UNITED STATES'],772,"A Presidential commission today recommended a sweeping expansion in the powers of savings and loan associations, mutual savings banks and commercial banks so that all of these financial institutions could pump more money into the home mortgage mar...",The New York Times,"[u'MORTGAGES', u'HOUSING', u'SAVINGS AND LOAN ASSOCIATIONS', u'007-21-96', u'CREDIT', u'LAW AND LEGISLATION', u'BANKS AND BANKING']",http://www.nytimes.com/1982/01/07/business/housing-panel-urges-more-lender-leeway.html,1/7/82,News,4fd133578eb7c8105d60271c
"Business Digest; THURSDAY, JANUARY 7, 1982; The Economy",Business,[],665,"Increases in taxes on consumer items are being urged by President Reagan's economic advisers as part of a strategy to bring budget deficits well below $100 billion in the next few years, officials reported. The advisers' common position represents...",The New York Times,"[u'NO INDEX TERMS', u'007-21-92']",http://www.nytimes.com/1982/01/07/business/business-digest-thursday-january-7-1982-the-economy.html,1/7/82,Summary,4fd11a008eb7c8105d5d38ad
Books Of The Times,Arts; Books,[],962,"By John Leonard ALL THAT IS SOLID MELTS INTO AIR.  The Experience of Modernity. By Mar- shall Berman. 384 pages. Simon & Schuster. $17.50. CONTEMPLATING a story by Gogol in which a w oman floats through the air on her own sleeves, Marshall Berman ...",The New York Times,"[u'BOOKS AND LITERATURE', u'008-21-86']",http://www.nytimes.com/1982/01/08/books/books-of-the-times-163130.html,1/8/82,Review,4fd11a078eb7c8105d5d3e78
News Analysis,Business,[],735,Just how the combination of United States Steel and Marathon Oil will work is subject to a substantial degree of uncertainty about the economic outlook and the strategy U.S. Steel has plotted for the new company.   The chairmen of both companies h...,The New York Times,"[u'008-22-15', u'MERGERS, ACQUISITIONS AND DIVESTITURES', u'OIL (PETROLEUM) AND GASOLINE', u'STEEL AND IRON']",http://www.nytimes.com/1982/01/08/business/mixing-steel-and-oil-news-analysis.html,1/8/82,An Analysis,4fd11a078eb7c8105d5d3e7e
Mouths to Feed,Opinion,[u'UNITED STATES'],605,"Pregnant Women, Children ...   The United States, like all the world, has its portion of crime, poverty and unemployment. But until recently one could boast that no American need ever fear hunger. A dozen years of intense Federal effort have elimi...",The New York Times,"[u'008-20-87', u'UNEMPLOYMENT AND JOB MARKET', u'GOVERNMENT SPENDING']",http://www.nytimes.com/1982/01/08/opinion/mouths-to-feed.html,1/8/82,News,4fd11a078eb7c8105d5d3e7d
ANALYSTS ARE BULLISH ON FUTURE OF A.T.&T.,Business,[],839,Some Wall Street analysts suggested yesterday that the settlement of the antitrust case against the American Telephone and Telegraph Co mpany could transform the company's stock from a classic conservative investment into a more speculative teleco...,The New York Times,"[u'009-21-94', u'COMMUNICATIONS', u'ANTITRUST ACTIONS AND LAWS', u'TELEPHONES', u'FINANCES', u'SUITS AND LITIGATION', u'STOCKS AND BONDS']",http://www.nytimes.com/1982/01/09/business/analysts-are-bullish-on-future-of-at-t.html,1/9/82,News,4fd11f158eb7c8105d5de8fa
A SIGN OF HOPE IN BRITAIN,Business,[u'GREAT BRITAIN'],2186,"LONDON A T first glance, the result of Prime Minister Margaret Thatcher's bold economic experiment seems a landscape of devastation. From an 11.5 percent unemployment rate, more than double what it was when she arrived, to a 15 percent drop in man...",The New York Times,"[u'010-21-83', u'LABOR', u'UNEMPLOYMENT AND JOB MARKET', u'PRODUCTIVITY', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1982/01/10/business/a-sign-of-hope-in-britain.html,1/10/82,News,4fd1335a8eb7c8105d602a49
REAGAN TEAM IS BANKING ON NEW SAVINGS,U.S.,[],998,"exempt savings certificates and tax-deferred retirement accounts, known as I.R.A.'s and Keoghs.   To individuals, these programs - all part of the tax law signed last summer - could represent thousands of dollars of tax savings. To the Reagan Admi...",The New York Times,"[u'SAVINGS ACCOUNTS AND CERTIFICATES', u'UNITED STATES ECONOMY', u'010-27-04', u'BANKS AND BANKING']",http://www.nytimes.com/1982/01/10/us/reagan-team-is-banking-on-new-savings.html,1/10/82,News,4fd11a068eb7c8105d5d3dd8
"For Defense, Slow Gains",U.S.,[u'UNITED STATES'],818,"WASHINGTON WHEN Ronald Reagan took office and Caspar W. Weinberger became Secretary of Defense a year ago, they proclaimed the urgent need to ''rearm America.'' The nation's military contractors quickly snapped to attention, saluted smartly and di...",The New York Times,"[u'MILIT', u'ROFILES', u'010-27-14', u'RY FORCES AND DEFENSE (US)', u'MILITARY EQUIPMENT', u'NALD WILSON (PRES)', u'REAGAN, R', u'INDUSTRY', u'GOVERNMENT SPENDING']",http://www.nytimes.com/1982/01/10/us/for-defense-slow-gains.html,1/10/82,News,4fd11a068eb7c8105d5d3de7
THE PAPERBACK EVOLUTION,Arts; Books,[],3795,"When Thomas H. Guinzburg, chairman of the 1982 American Book Awards ceremony, proposed that the board designate a prize for the best original softcover book of 1981, he was pleased by the response.  ""They said it was a fantastic idea; why didn't w...",The New York Times,"[u'INDUSTRY PROFILES', u'BOOKS AND LITERATURE']",http://www.nytimes.com/1982/01/10/books/the-paperback-evolution.html,1/10/82,News,4fd11b388eb7c8105d5d6917
Practical Traveler; THE OUTLOOK FOR 1982,Travel,[],1295,"Despite an uncertain economy and uneasiness in the travel industry, some excellent vacation opportunities are expected to be available in 1982 - both at home and abroad - for those who know where to look and how to shop among the choices.   This p...",The New York Times,"[u'010-24-22', u'TRAVEL AND VACATIONS']",http://www.nytimes.com/1982/01/10/travel/practical-traveler-the-outlook-for-1982.html,1/10/82,News,4fd11d7b8eb7c8105d5db8ae
Soviet Warns Europe on Trade,World,"[u'EUROPE, WEST', u'UNION OF SOVIET SOCIALIST REPUBLICS', u'POLAND']",205,"The Soviet Union cautioned Western European countries today against any moves to join the United States in sanctions imposed on Moscow after the military crackdown in Poland.   In an article in Pravda, the Communist Party newspaper, Foreign Trade ...",Reuters,"[u'INTERNATIONAL RELATIONS', u'010-20-35']",http://www.nytimes.com/1982/01/10/world/soviet-warns-europe-on-trade.html,1/10/82,News,4fd11f198eb7c8105d5debf1
HOW REAGAN RODE OUT 1981,Magazine; Washington,[],4510,"Hedrick Smith is The Times's chief Washington correspondent. By Hedrick Smith   Not long ago, President Reagan invited some longtime Hollywood friends to the White House for a private showing of ''Reds,'' the film about John Reed, the radical youn...",The New York Times,"[u'010-23-45', u'UNITED STATES POLITICS AND GOVERNMENT', u'UNITED STATES ECONOMY']",http://www.nytimes.com/1982/01/10/magazine/how-reagan-rode-out-1981.html,1/10/82,News,4fd11d7b8eb7c8105d5db8a8
THE GLOSS FADES FROM MAGAZINES,Business,[],1886,"'Nothing's going to save these magazines. Nothing. I can tell it by feel, by the heft of the magazine - lay a copy on the doorstep and the wind blows it away. Not that I'm against your trying to save it.  Go ahead. It's like someone in your famil...",The New York Times,"[u'010-21-77', u'ADVERTISING', u'PRICES', u'INDUSTRY PROFILES', u'MAGAZINES', u'POSTAL SERVICE']",http://www.nytimes.com/1982/01/10/business/the-gloss-fades-from-magazines.html,1/10/82,News,4fd1335a8eb7c8105d602a4b
"AMONG SMALL-BUSINESS MEN, A MEASURE OF OPTIMISM",U.S.,[u'UNITED STATES'],2337,"THE core of private enterprise in the United States, many believe, is small business. Of late, however, volatile credit conditions and a troublesome economy have wreaked havoc in the small-business sector, bringing about an epidemic of business fa...",The New York Times,"[u'010-27-23', u'UNITED STATES INTERNATIONAL TRADE', u'SMALL BUSINESS', u'CREDIT']",http://www.nytimes.com/1982/01/10/us/among-small-business-men-a-measure-of-optimism.html,1/10/82,News,4fd120418eb7c8105d5e0b63
DETROIT,U.S.,[u'DETROIT (MICH)'],540,"DETROIT THE industrial Middle West's long slide into economic stagnation is now in its third year, and the optimism that once came easily to people used to the ups and down of a manufacturing economy is giving way. Midwesterners are beginning to r...",The New York Times,"[u'010-27-41', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1982/01/10/us/detroit.html,1/10/82,News,4fd120418eb7c8105d5e0b90
JAPAN'S LOVE AFFAIR WITH THE ROBOT,Magazine,[u'JAPAN'],4380,"The white cone atop Fuji sparkles against a wintry blue sky. At the mountain's base, among stands of fir, rests a bright yellow factory.  It has drawn 100,000 visitors in the year since it was built. The visitors stand behind windows looking down ...",The New York Times,"[u'ELECTRONICS', u'010-23-42', u'DATA PROCESSING', u'MACHINERY AND EQUIPMENT']",http://www.nytimes.com/1982/01/10/magazine/japan-s-love-affair-with-the-robot.html,1/10/82,News,4fd11a068eb7c8105d5d3dcb
DETROIT'S LONG WAIT FOR PROSPERITY,U.S.,[u'DETROIT (MICH)'],805,"DETROIT AMONG the c ity's automotive moguls, there are few better phrasemakers than the gruff, tough-talking chairman of the Chrysler Corporation, Lee A. Iacocca. His assessment of the current state of the American automobile industry clearly illu...",The New York Times,"[u'AUTOMOBILES', u'010-27-16']",http://www.nytimes.com/1982/01/10/us/detroit-s-long-wait-for-prosperity.html,1/10/82,News,4fd120418eb7c8105d5e0b82
"ON THE FARM, A PROBLEM OF ABUNDANCE",U.S.,[u'UNITED STATES'],1174,"WASHINGTON AMONG the Agriculture Department's 85,000 employees, none are busier these days than the 112 agricultural attaches hustling this country's farm products in every part of the world where there is enough money or credit to pay for them.  ...",The New York Times,"[u'RICE', u'AGRICULTURE', u'COTTON', u'VEGETABLES', u'UNITED STATES INTERNATIONAL TRADE', u'MILK AND MILK PRODUCTS', u'GRAIN', u'TOBACCO', u'FRUIT', u'010-27-11']",http://www.nytimes.com/1982/01/10/us/on-the-farm-a-problem-of-abundance.html,1/10/82,News,4fd11a068eb7c8105d5d3dd2
Out of Work First article of a series on the nation's unemployment problem.,U.S.,[u'UNITED STATES'],2429,"Just as the burden of inflation has begun to ease, surging unemployment is posing a mounting threat to the security of many Americans.   The rising unemployment represents not only the declining situation of those who have long been out of the eco...",The New York Times,"[u'LABOR', u'UNEMPLOYMENT AND JOB MARKET', u'010-20-04', u'UNITED STATES ECONOMY']",http://www.nytimes.com/1982/01/10/us/shadow-joblessness-darkens-more-nation-work-first-article-series-nation-s.html,1/10/82,News,4fd11f198eb7c8105d5debd9
Surviving The Recession; Surviving Th e Recession,U.S.,[],1576,"THE steep recession, which battered the American economy in the final months of the old year, poses the greatest problem for business in the new. And the recession also poses the greatest domestic challenge to President Reagan who, having led the ...",The New York Times,"[u'RECESSION AND DEPRESSION', u'UNITED STATES ECONOMY', u'010-27-00']",http://www.nytimes.com/1982/01/10/us/surviving-the-recession-surviving-th-e-recession.html,1/10/82,News,4fd120418eb7c8105d5e0b66
BRIEFING,U.S.; Washington,[u'UNITED STATES'],770,"L ARRY SPEAKES, deputy press secretary at the White House, literally hid his face in embarrassment the other day.  Facing his daily risky chore of briefing the press corps, he defended the Administration's economic record by quoting independent ec...",The New York Times,"[u'RECESSION AND DEPRESSION', u'UNITED STATES POLITICS AND GOVERNMENT', u'MARKETING AND MERCHANDISING', u'UNITED STATES ECONOMY', u'TELEVISION', u'011-20-83', u'LOBBYING AND LOBBYISTS', u'BUDGETS AND BUDGETING', u'GOVERNMENT SPENDING', u'NEWS AND NEWS MEDIA']",http://www.nytimes.com/1982/01/11/us/briefing-168435.html,1/11/82,News,4fd11e2d8eb7c8105d5dc82d
"TUESDAY, JANUARY 12, 1982; The Economy",Business,[],694,"Some $650 million in oil and gas royalties due the Federal Government last year was held back through underreporting by companies operating on Federal lands, a special panel of investigators has found. It said that up to 6 percent of all crude oil...",The New York Times,"[u'NO INDEX TERMS', u'012-21-58']",http://www.nytimes.com/1982/01/12/business/business-digest-tuesday-january-12-1982-the-economy.html,1/12/82,Summary,4fd11b398eb7c8105d5d69ca
Out of Work Third article of a series on the nation's unemployment problem.,Front Page; U.S.,[u'UNITED STATES'],1565,"The woman, a New Yorker in her late 20's, had degrees from two outstanding American universities. She was a specialist in advanced television technologies. She worked for Warner Communications Inc., the large, New York-based entertainment and recr...",The New York Times,"[u'RECESSION AND DEPRESSION', u'WHITE COLLAR WORKERS', u'UNEMPLOYMENT AND JOB MARKET', u'LABOR', u'UNITED STATES ECONOMY', u'012-20-07']",http://www.nytimes.com/1982/01/12/us/recession-spreading-layoffs-hitting-white-collar-worker-work-third-article.html,1/12/82,Series,4fd11e358eb7c8105d5dcf76
Out of Work Fourth article of a series on the nation's unemployment problem.,U.S.,[u'UNITED STATES'],1790,"When Walter L. Barnes was discharged from the Navy last summer after a three-year hitch as a machinist's mate, he returned to his hometown expecting to find a job. But like many of the old industrial cities in the Middle West, St.  Louis had falle...",The New York Times,"[u'LABOR', u'UNEMPLOYMENT AND JOB MARKET', u'UNITED STATES ECONOMY', u'013-20-53', u'FEDERAL AID (US)']",http://www.nytimes.com/1982/01/13/us/aid-programs-shrinking-jobless-rate-climbs-work-fourth-article-series-nation-s.html,1/13/82,Series,4fd11a008eb7c8105d5d395a
CANADA REORGANIZES ITS GOVERNMENT,World,[u'CANADA'],695,"With Canada in one of its worst recessions in 30 years, Prime Minister Pierre Elliott Trudeau reorganized his Government today in an attempt to step up exports and to take greater account of regional economic disparities.   The Ministry of Industr...",The New York Times,"[u'REFORM AND REORGANIZATION', u'INTERNATIONAL TRADE AND WORLD MARKET', u'013-20-12', u'POLITICS AND GOVERNMENT', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1982/01/13/world/canada-reorganizes-its-government.html,1/13/82,News,4fd11e2f8eb7c8105d5dc9c7
"Economic Scene; Looser Money, Less Inflation?",Business,[u'UNITED STATES'],697,"THE prospects for the American economy in 1982 are growing increasingly dismal. The securities markets have weakened, reflecting anxieties over rising interest rates. The Administration's policy makers have insisted that interest rates would come ...",The New York Times,"[u'UNEMPLOYMENT AND JOB MARKET', u'UNITED STATES ECONOMY', u'013-21-91', u'CREDIT', u'BUDGETS AND BUDGETING']",http://www.nytimes.com/1982/01/13/business/economic-scene-looser-money-less-inflation.html,1/13/82,News,4fd11e2f8eb7c8105d5dc9c8
A Dose of Self-Help in Detroit,Opinion,[],410,A union deal that reduces wage demands in exchange for price cuts should be good for General Motors - and for the country. The United Auto Workers and the auto companies collaborated for years in policies that drove up wages and prices together. N...,The New York Times,"[u'AUTOMOBILES', u'LABOR', u'PRICES', u'WAGES AND SALARIES', u'CONTRACTS', u'014-20-72']",http://www.nytimes.com/1982/01/14/opinion/a-dose-of-self-help-in-detroit.html,1/14/82,Editorial,4fd11c338eb7c8105d5d8f56
U.S. WILL PRESS FOR MORE CURBS ON SOVIET TRADE,Technology; Science; World; Front Page,"[u'JAPAN', u'EUROPE, WEST', u'UNION OF SOVIET SOCIALIST REPUBLICS', u'POLAND']",781,The United States signaled today that it was preparing to ask its Western allies and Japan for increased curbs on the shipment of high-technology products and oil and gas equipme nt tothe Soviet Un ion.   Officials said the request was expected at...,The New York Times,"[u'INTERNATIONAL RELATIONS', u'INTERNATIONAL TRADE AND WORLD MARKET', u'014-20-02', u'UNITED STATES INTERNATIONAL TRADE', u'UNITED STATE INTERNATIONAL RELATIONS', u'SCIENCE AND TECHNOLOGY', u'BOYCOTTS']",http://www.nytimes.com/1982/01/14/world/us-will-press-for-more-curbs-on-soviet-trade.html,1/14/82,News,4fd120438eb7c8105d5e0d03
"Business Digest; FRIDAY, JANUARY 15, 1982; International",Business,[],675,"Two banks downgraded their loans to Poland to ''nonperforming assets.'' The two, Marine Midland of New York and Fidelity of Philadelphia, were the first Western banks to announce such an action. They still expect the loans, which were well below $...",The New York Times,"[u'NO INDEX TERMS', u'015-21-60']",http://www.nytimes.com/1982/01/15/business/business-digest-friday-january-15-1982-international.html,1/15/82,Summary,4fd1203b8eb7c8105d5e069a
Out of Work Last of five articles on the; nation's unemployment problem.,U.S.,[u'UNITED STATES'],1910,"The rising unemployment rate menaces thousands of Republican candidates in the 1982 elections, leaders of both parties agree. With 9.4 million Americans now out of work, incumbents and challengers alike are in jeopardy, they say. But Republicans s...",The New York Times,"[u'LABOR', u'UNEMPLOYMENT AND JOB MARKET', u'015-20-49']",http://www.nytimes.com/1982/01/15/us/republicans-worry-about-effect-jobless-rate-work-last-five-articles-nation-s.html,1/15/82,Series,4fd1203b8eb7c8105d5e068c
FLYING FIRST CLASS FOR $5 MORE,Business,[],972,"Wes Williams, an engineer with the Magnavox Company who travels often on business, settled his 6-foot 2-inch frame into the wide seat on Trans World Airlines' flight 803, bound for Los Angeles from New York. Smiling, he stretched out his legs and ...",The New York Times,"[u'FARES AND TO', u'AIRLINES', u'016-21-69', u'LS']",http://www.nytimes.com/1982/01/16/business/flying-first-class-for-5-more.html,1/16/82,News,4fd11a098eb7c8105d5d3ff9
UNIONS TEST THE METTLE OF THE 'IRON LADY',Week in Review,[u'GREAT BRITAIN'],934,"Britain's Prime Minister Margaret Thatcher is a conservative of the old school who believes inflation can only be brought down when workers become willing to accept more modest wage increases. For 32 months, the Iron Lady and the unions have been ...",The New York Times,"[u'LABOR', u'WAGES AND SALARIES', u'017-22-33']",http://www.nytimes.com/1982/01/17/weekinreview/unions-test-the-mettle-of-the-iron-lady.html,1/17/82,News,4fd134bc8eb7c8105d6050e7
Design; WHAT PRICE ANTIQUES?,Magazine,[u'NEW YORK CITY'],989,"ollectors and dealers consider the Winter Antiques Show, a fair that sets style trends and serves as a barometer for prices throughout the market, the most prestigious event of the year.   As the show opens this week, recession and the vagaries of...",The New York Times,"[u'ANTIQUES', u'017-23-71']",http://www.nytimes.com/1982/01/17/magazine/design-what-price-antiques.html,1/17/82,News,4fd11a028eb7c8105d5d3a76
WEST AND JAPAN PROMISE TO AVOID TRADE RESTRAINT,World,"[u'JAPAN', u'CANADA']",753,"American and Japanese officials assess the long-term danger of a trade war. Business, Section 3. By CLYDE H. FARNSWORTH Special to the New York Times   MIAMI, Jan. 16 - In an effort to check growing protectionism in the world, the major Western tr...",The New York Times,"[u'INTERNATIONAL TRADE AND WORLD MARKET', u'017-20-09', u'UNITED STATES INTERNATIONAL TRADE']",http://www.nytimes.com/1982/01/17/world/west-and-japan-promise-to-avoid-trade-restraint.html,1/17/82,News,4fd133588eb7c8105d602827
"AS HOUSING GOES, SO GO BRICKS",Business,[],1549,"day supply will do. The same goes for the rest of Lee's brickmaking operations here. No longer does the company stock ''two of everything,'' says Frank Perry, the company's president.   ''When we have a downturn like this, we spend more time tryin...",The New York Times,"[u'UNITED STATES ECONOMY', u'HOUSING', u'INDUSTRY PROFILES', u'ROCK AND STONE', u'BUILDING (CONSTRUCTION)', u'017-22-08']",http://www.nytimes.com/1982/01/17/business/as-housing-goes-so-go-bricks.html,1/17/82,News,4fd11c648eb7c8105d5d94b4
