headline,section,locations,word_count,snippet,source,subjects,url,date,type,id
Stocks Drop for 3d Consecutive Day,Business,[u'UNITED STATES'],713,"Stock prices fell broadly yesterday for the third day in a row as growing concern over the economy outweighed sentiment that war was beginning to look less likely.    The Dow Jones industrial average, which sank close to 25 points by noon, rallied...",The New York Times,"[u'STOCKS AND BONDS', u'DOW JONES STOCK AVERAGE', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1991/01/05/business/stocks-drop-for-3d-consecutive-day.html,1/5/91,News,4fd197e98eb7c8105d6a6982
Vehicle Sales Fell 5.1% in 1990,Business,[u'UNITED STATES'],1045,United States vehicle sales closed the year on a downbeat amid widespread expectations that the automotive industry's slump will probably continue well into 1991. Total sales in 1990 were the lowest since 1983.   Retail sales of American-made cars...,The New York Times,"[u'SALES', u'AUTOMOBILES', u'TRUCKS AND TRUCKING']",http://www.nytimes.com/1991/01/05/business/vehicle-sales-fell-5.1-in-1990.html,1/5/91,News,4fd1c5cc8eb7c8105d6f67ad
Going Easy on Energy,Opinion,[],733,"The likelihood of war and the fact of recession, both heavily tainted with Mideast oil, demonstrate the need for President Bush to lead the country toward energy independence.   Right? Not as the White House sees it....",The New York Times,"[u'ENERGY AND POWER', u'CONSERVATION OF RESOURCES', u'OIL (PETROLEUM) AND GASOLINE']",http://www.nytimes.com/1991/01/05/opinion/in-the-nation-going-easy-on-energy.html,1/5/91,Op-Ed,4fd1c3cf8eb7c8105d6f309a
Few Riches in Rags These Days,Business,"[u'NEW YORK CITY', u'UNITED STATES']",1359,"The rag trade is looking a bit frayed. Already battered by competition from low-cost imports, hundreds more American clothing makers were driven out of business last year by the weak economy and poor retail sales.    Nationwide, the industry lost ...",The New York Times,"[u'MERGERS, ACQUISITIONS AND DIVESTITURES', u'INDUSTRY PROFILES', u'FORECASTS', u'APPAREL']",http://www.nytimes.com/1991/01/05/business/few-riches-in-rags-these-days.html,1/5/91,News,4fd1a7a88eb7c8105d6c2a11
World Markets; Why a U.S. Recession Still Matters,Business,[],857,Desynchronization is fast becoming one of the economic buzzwords of the 1990's. It is shorthand for the divergence of economic growth patterns around the world. Rather than everyone following the leader -- which had been the United States -- econo...,The New York Times,"[u'RECESSION AND DEPRESSION', u'UNITED STATES ECONOMY', u'FORECASTS', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1991/01/06/business/world-markets-why-a-us-recession-still-matters.html,1/6/91,News,4fd1b4c18eb7c8105d6d9ed9
An Author I'd Walk the Plank For,Arts; Books,[],2597,"During the late 1960's and early 70's I spent much of my time reading about wars, and the rest trying to keep out of one. I was in college then, and the war I wanted to avoid was, of course, Vietnam; I liked reading about any conflict remote enoug...",The New York Times,[u'BOOKS AND LITERATURE'],http://www.nytimes.com/1991/01/06/books/an-author-i-d-walk-the-plank-for.html,1/6/91,News,4fd1c3dc8eb7c8105d6f3610
BUSH LEAVES OPEN TIMING OF ASSAULT ON IRAQ'S FORCES,World; Washington,"[u'IRAQ', u'KUWAIT', u'MIDDLE EAST']",1138,"President Bush said today that American military action against Iraq would not necessarily begin immediately after Jan. 15. But he warned President Saddam Hussein in a letter that he would ""face destruction"" if he did not withdraw his forces from ...",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'ARMAMENT, DEFENSE AND MILITARY FORCES', u'INTERNATIONAL RELATIONS', u'MILITARY ACTION', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/1991/01/06/world/confrontation-in-the-gulf-bush-leaves-open-timing-of-assault-on-iraq-s-forces.html,1/6/91,News,4fd1c3dc8eb7c8105d6f361a
"Seattle, Too Much of a Good Thing?",Magazine,[u'SEATTLE (WASH)'],4058,"A FERRYBOAT WHISTLE SINGS OFF NEARBY ELLIOTT Bay and a warm rain dances off the awning that covers the sidewalk espresso stand -- one of a multitude that line the wide, spotless avenues of downtown Seattle. The streets are packed with people on th...",The New York Times,"[u'SOCIAL CONDITIONS AND TRENDS', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1991/01/06/magazine/seattle-too-much-of-a-good-thing.html,1/6/91,News,4fd1a7208eb7c8105d6c1ebb
BUSINESS DIARY/December 30-January 4,Business,[],1540,"THE ECONOMY The Trouble With Private Bank Insurance  Questionable loans, nervous depositors, pliant public officials, a depleted insurance fund -- the collapse of Heritage Loan and Investment Company in Providence, R.I., at first glance seems fami...",The New York Times,[u'UNITED STATES ECONOMY'],http://www.nytimes.com/1991/01/06/business/business-diary-december-30-january-4.html,1/6/91,News,4fd1c5cf8eb7c8105d6f6a2e
"Hard Edges Aside, Manhattan Still Lures the Ambitious",Business,[u'NEW YORK CITY'],1362,"After months of persuasion, Sylvia Laniado, a recruiter for an advertising agency, convinced Bonnie Brainin, a talented copywriter from Connecticut, to set aside her fears about crime in Manhattan and take the train into the city for a job intervi...",The New York Times,"[u'LABOR', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1991/01/06/business/hard-edges-aside-manhattan-still-lures-the-ambitious.html,1/6/91,News,4fd1c5cf8eb7c8105d6f6a2d
Rethinking Newspapers,Business,[u'UNITED STATES'],2407,Times are tough for the newspaper industry. Advertising is in a slump some analysts are calling the worst in 20 years. Profits are down substantially at many papers. Vacancies are being left unfilled and budgets are being squeezed if not slashed. ...,The New York Times,"[u'REFORM AND REORGANIZATION', u'NEWSPAPERS', u'ADVERTISING', u'INDUSTRY PROFILES', u'NEWS AND NEWS MEDIA']",http://www.nytimes.com/1991/01/06/business/rethinking-newspapers.html,1/6/91,News,4fd1bc978eb7c8105d6e8764
U.S. Hardens Trade Stance With Japan,Business,"[u'JAPAN', u'UNITED STATES']",1305,"The Bush Administration has turned more truculent in its economic relations with Tokyo, reflecting both frustration over Japanese trading policies and unease over a wave of Japanese investments in the United States.    Three Cabinet departments --...",The New York Times,"[u'JAPAN-INTERNATIONAL RELATIONS-US', u'INTERNATIONAL TRADE AND WORLD MARKET', u'UNITED STATES ECONOMY', u'FOREIGN INVESTMENTS IN US']",http://www.nytimes.com/1991/01/07/business/us-hardens-trade-stance-with-japan.html,1/7/91,News,4fd1a7118eb7c8105d6c1426
Mosbacher On Recession,Business,[u'LATIN AMERICA'],177,"The recession in the United States will be short and mild, with rising exports to Latin America helping to blunt its effects, Commerce Secretary Robert A. Mosbacher said today.   Mosbacher, in Detroit for a press preview of the North American Inte...",The New York Times,"[u'RECESSION AND DEPRESSION', u'INTERNATIONAL TRADE AND WORLD MARKET', u'UNITED STATES ECONOMY', u'FORECASTS']",http://www.nytimes.com/1991/01/08/business/mosbacher-on-recession.html,1/8/91,News,4fd1a7a88eb7c8105d6c2ac2
Technology Transcends the Borders of Nations,Opinion,"[u'JAPAN', u'UNITED STATES']",584,"To the Editor:   ""M.I.T. Deal with Japan Stirs Fear on Competition"" (front page, Dec. 19) presents a somewhat distorted picture of international scientific and economic trade....",The New York Times,"[u'JOINT VENTURES AND CONSORTIUMS', u'INTERNATIONAL TRADE AND WORLD MARKET', u'CONTRACTS', u'SCIENCE AND TECHNOLOGY', u'COMMUNICATIONS AND TELECOMMUNICATIONS', u'RESEARCH', u'NEW MODELS, DESIGN AND PRODUCTS', u'DATA PROCESSING (COMPUTERS)']",http://www.nytimes.com/1991/01/08/opinion/l-technology-transcends-the-borders-of-nations-480591.html,1/8/91,Letter,4fd1c3d28eb7c8105d6f31ae
Soviet Woes Tarnish Once-Shining Space Efforts,Science; Health,[u'UNION OF SOVIET SOCIALIST REPUBLICS (USSR)'],1438,"THE Soviet Union's space program, the largest and most active in the world, is starting to crack under the crushing weight of political and economic troubles.    Signs of stress abound. The Soviet space shuttle, which was triumphantly unveiled two...",The New York Times,"[u'SPACE', u'POLITICS AND GOVERNMENT', u'ECONOMIC CONDITIONS AND TRENDS']",http://www.nytimes.com/1991/01/08/science/soviet-woes-tarnish-once-shining-space-efforts.html,1/8/91,News,4fd197ea8eb7c8105d6a6a29
Democrats Open Battle On Blame for Recession,U.S.,[],657,"Congressional Democrats began their campaign today to blame the Bush Administration for the recession.   As the first witnesses at one of the first legislative hearings of the 102d Congress, Senator Edward M. Kennedy, chairman of the Labor and Hum...",The New York Times,"[u'RECESSION AND DEPRESSION', u'UNEMPLOYMENT AND JOB MARKET', u'UNITED STATES ECONOMY', u'ELECTION ISSUES']",http://www.nytimes.com/1991/01/08/us/democrats-open-battle-on-blame-for-recession.html,1/8/91,News,4fd19d7a8eb7c8105d6afb38
"For Contemporary Music, Times Are Hard",Arts,[],1558,"For the contemporary music world, which has for decades been a vital part of New York City's musical life, the 1990's are shaping up as a bleak time.   The small but dedicated audience for new music has been shrinking just as several of the city's...",The New York Times,"[u'MUSIC', u'GRANTS (CORPORATE AND FOUNDATION)', u'FINANCES', u'CONCERTS AND RECITALS']",http://www.nytimes.com/1991/01/08/arts/for-contemporary-music-times-are-hard.html,1/8/91,News,4fd1c5cd8eb7c8105d6f6829
Market Place; String of Dow Losses: Sign of an Off Year?,Business,[],727,"With worries growing that no peaceful resolution is possible in the Mideast, the stock market has gotten off to its second-worst start in history.   Only in 1978, when a plunging dollar and fears of rampant inflation were scaring investors, has th...",The New York Times,"[u'RECESSION AND DEPRESSION', u'UNITED STATES ECONOMY', u'STOCKS AND BONDS', u'DOW JONES STOCK AVERAGE', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1991/01/09/business/market-place-string-of-dow-losses-sign-of-an-off-year.html,1/9/91,News,4fd1a7148eb7c8105d6c1633
Thoughts After Layoffs: Making Do and Moving,U.S.,[u'FORT WORTH (TEX)'],1216,"Scott Korgel glanced back at the hulking brick building where, minutes earlier this morning, he and more than 2,500 other engineers, technicians and office workers were ordered to clear out their desks and leave for the last time the top-secret de...",The New York Times,"[u'NAVIES', u'AIRLINES AND AIRPLANES', u'LABOR', u'MILITARY AIRCRAFT', u'LAYOFFS (LABOR)', u'ECONOMIC CONDITIONS AND TRENDS', u'A-12 AIRPLANE']",http://www.nytimes.com/1991/01/09/us/thoughts-after-layoffs-making-do-and-moving.html,1/9/91,News,4fd1c5c88eb7c8105d6f6538
Bankruptcy Petition Is Filed by Pan Am To Get New Loans,Front Page; Business,[],1598,"Pan American World Airways, nearly out of cash, filed for bankruptcy protection yesterday. Pan Am, the nation's pioneer in commercial aviation, is the third of the nine largest United States carriers to seek such protection from creditors in the l...",The New York Times,"[u'AIRLINES AND AIRPLANES', u'BANKRUPTCIES']",http://www.nytimes.com/1991/01/09/business/bankruptcy-petition-is-filed-by-pan-am-to-get-new-loans.html,1/9/91,News,4fd197e48eb7c8105d6a659a
A Weak Outlook For Phone Giants,Business,[],778,"THE stocks of the nation's three main long-distance telephone companies all fell sharply last year after three years of strong gains, and some analysts say they are unlikely to recover soon because of concerns about the weakening economy.   Shares...",The New York Times,[u'TELEPHONES'],http://www.nytimes.com/1991/01/10/business/market-place-a-weak-outlook-for-phone-giants.html,1/10/91,News,4fd1b4be8eb7c8105d6d9cca
BUSINESS DIGEST,Business,[],654,"MARKETS    Financial markets gyrated as traders reacted first with hope, then with alarm, to the American-Iraqi talks in Geneva.  [ Page A1. ]   Stocks, after trading sharply higher much of the day, fell steeply only minutes after Baker grimly wen...",The New York Times,[u'NO INDEX TERMS'],http://www.nytimes.com/1991/01/10/business/business-digest-641891.html,1/10/91,Summary,4fd1c5ce8eb7c8105d6f6920
War and Peace: A Sampling From the Debate on Capitol Hill,World; Washington,"[u'IRAQ', u'KUWAIT', u'MIDDLE EAST']",4456,"Senator George J. Mitchell Democrat of Maine   Today the Senate undertakes a solemn constitutional responsibility to decide whether to commit the nation to war. In this debate, we should focus on the fundamental question before us: what is the wis...",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'ARMAMENT, DEFENSE AND MILITARY FORCES', u'INTERNATIONAL RELATIONS', u'IRAQ-INTERNATIONAL RELATIONS-US', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/1991/01/11/world/confrontation-gulf-war-peace-sampling-debate-capitol-hill.html,1/11/91,Text,4fd1a7578eb7c8105d6c2110
BUSINESS DIGEST,Business,[],598,"The Economy    The Fed is taking each step to cut rates reluctantly, not convinced that the recession will turn out to be a severe one or that many banks will fail. It has in effect scaled back its role in fighting the recession.  [ Page A1. ]   T...",The New York Times,[u'NO INDEX TERMS'],http://www.nytimes.com/1991/01/11/business/business-digest-916191.html,1/11/91,News,4fd19d768eb7c8105d6af8ba
Economic Scene; Mideast Standoff's Effect on Business,Business,[u'MIDDLE EAST'],834,"THE markets reacted with alarm to what President Bush called a ""total stiff-arm"" by Iraq at the Geneva talks between Secretary of State James A. Baker 3d and the Iraqi Foreign Minister, Tariq Aziz. And it looks as though the markets and business d...",The New York Times,[u'UNITED STATES ECONOMY'],http://www.nytimes.com/1991/01/11/business/economic-scene-mideast-standoff-s-effect-on-business.html,1/11/91,News,4fd1b4b88eb7c8105d6d983a
Rich Got Richer in 80's; Others Held Even,Front Page; U.S.,[u'UNITED STATES'],1062,"The wealth of affluent people grew substantially in the 1980's while the assets of other Americans barely kept pace with inflation, the Census Bureau reported today.   The Government and private economists have been reporting for several years tha...",The New York Times,"[u'SOCIAL CONDITIONS AND TRENDS', u'AGE, CHRONOLOGICAL', u'UNITED STATES ECONOMY', u'BLACKS (IN US)', u'INCOME', u'FINANCES, PERSONAL', u'AGED']",http://www.nytimes.com/1991/01/11/us/rich-got-richer-in-80-s-others-held-even.html,1/11/91,News,4fd1a7158eb7c8105d6c16d8
"Ford Maintains Dividend, But May Cut Future Payouts",Business,[],505,"The Ford Motor Company did not cut its dividend this time, but a top company official said it might do so in the future. Amid predictions that it might trim its quarterly payout, the company today declared the regular dividend of 75 cents a share ...",The New York Times,"[u'STOCKS (CORPORATE)', u'DIVIDENDS']",http://www.nytimes.com/1991/01/11/business/ford-maintains-dividend-but-may-cut-future-payouts.html,1/11/91,News,4fd1a7578eb7c8105d6c2116
Speculators Help to Raise Prices,Business,[],1236,"Speculators, apparently gambling that peace in the Persian Gulf still has a chance, buoyed the Treasury securities market yesterday by stepping up and buying notes and bonds.    Yesterday's gains, which amounted to more than a point for some long-...",The New York Times,"[u'PRICES', u'CREDIT', u'BOND PRICES AND TRADING VOLUME', u'GOVERNMENT BONDS']",http://www.nytimes.com/1991/01/11/business/credit-markets-speculators-help-to-raise-prices.html,1/11/91,News,4fd197e68eb7c8105d6a66ec
"U.S. Oil Use Fell in '90, But So Did Production",Business,[u'UNITED STATES'],977,"Driven by war fears, recession and the weather, the nation's petroleum consumption fell in 1990, the first year-to-year drop in seven years, the American Petroleum Institute said yesterday. Although the Government has called for conservation, the ...",The New York Times,"[u'OIL (PETROLEUM) AND GASOLINE', u'PRODUCTION']",http://www.nytimes.com/1991/01/12/business/us-oil-use-fell-in-90-but-so-did-production.html,1/12/91,News,4fd197ed8eb7c8105d6a6c28
A Crystal Ball for Banking's Ills,Business,[u'UNITED STATES'],1534,"No single statistic can foretell which banks will fail, but from the welter of financial reports banks issue, government and private analysts can glean strong hints which are the shakiest.    While most bank failures involve small institutions, an...",The New York Times,"[u'SHUTDOWNS (INSTITUTIONAL)', u'FORECASTS', u'BANKS AND BANKING']",http://www.nytimes.com/1991/01/12/business/a-crystal-ball-for-banking-s-ills.html,1/12/91,News,4fd1a75c8eb7c8105d6c2474
Post-Modern Kisses and Other Ideas,Arts,[],1347,"Since we ended 1990 with a look back, it seems appropriate to start 1991 with a look ahead. The outlook, to be sure, is gloomy: The new year begins with a depressed economy, not a single trendy new style to distract us, and not even a new architec...",The New York Times,"[u'FORECASTS', u'ARCHITECTURE']",http://www.nytimes.com/1991/01/13/arts/architecture-view-post-modern-kisses-and-other-ideas.html,1/13/91,Schedule,4fd19e9f8eb7c8105d6b1afd
Banking's Real Estate Miseries,Business,[],2815,"Imagine every office building in Manhattan empty, a commercial ghost town. Now double it. That's how much vacant office space -- 500 million square feet -- there is in the United States today. Behind much of that empty office space stands the nati...",The New York Times,"[u'RECESSION AND DEPRESSION', u'UNITED STATES ECONOMY', u""GREAT DEPRESSION (1930'S)"", u'FORECASTS', u'CREDIT', u'REAL ESTATE', u'BANKS AND BANKING']",http://www.nytimes.com/1991/01/13/business/banking-s-real-estate-miseries.html,1/13/91,News,4fd1c3cb8eb7c8105d6f2ea1
"For Glasnost in the Arts, Blues in the Night",Arts,"[u'UNITED STATES', u'UNION OF SOVIET SOCIALIST REPUBLICS (USSR)']",3065,"While Mikhail Gorbachev battles a sagging economy in the Soviet Union, glasnost has become one of the hottest trends of the American arts scene. Since the restoration of cultural relations between the two superpowers six years ago, the flow of art...",The New York Times,[u'CULTURE'],http://www.nytimes.com/1991/01/13/arts/for-glasnost-in-the-arts-blues-in-the-night.html,1/13/91,News,4fd1c3cb8eb7c8105d6f2e9f
Technology; Pursuing Zero Defects Under the Six Sygma Banner,Business,[],1158,"When Motorola Inc.'s fiscal year ended in December, the payoff from improving the quality of the company's manufacturing operations suddenly became evident: $500 million saved during the year from reducing defects.   The Digital Equipment Corporat...",The New York Times,"[u'UNITED STATES ECONOMY', u'CORPORATIONS', u'PRODUCTION']",http://www.nytimes.com/1991/01/13/business/technology-pursuing-zero-defects-under-the-six-sygma-banner.html,1/13/91,News,4fd19e9f8eb7c8105d6b1b00
"Wanted: Art Scholar, M.B.A. Required",Arts,[],1937,"When Jack Lane took over as director of the San Francisco Museum of Modern Art three years ago, one of the first things he did was shut his office door. ""The previous director's door was open to everyone who wanted to talk to him,"" Mr. Lane explai...",The New York Times,[u'MUSEUMS'],http://www.nytimes.com/1991/01/13/arts/art-wanted-art-scholar-mba-required.html,1/13/91,News,4fd19d778eb7c8105d6af95c
"Against Trend, Health-Care Jobs Rise",Technology; Science; Health; U.S.,[],1042,"While hundreds of thousands of workers are being laid off around the country, employment in the health-care industry is booming.   Medical employment grew last year by 7.7 percent, the biggest increase in two decades and the biggest rise for any m...",The New York Times,"[u'UNEMPLOYMENT AND JOB MARKET', u'LABOR', u'LAYOFFS (LABOR)', u'ACQUIRED IMMUNE DEFICIENCY SYNDROME (AIDS)', u'AGED', u'SCIENCE AND TECHNOLOGY', u'MEDICINE AND HEALTH']",http://www.nytimes.com/1991/01/13/us/against-trend-health-care-jobs-rise.html,1/13/91,News,4fd1c5cb8eb7c8105d6f66b3
World Markets; Discounting a Short Mideast War,Business,"[u'IRAQ', u'KUWAIT', u'MIDDLE EAST']",855,"Stock markets regularly surprise or confound. They did so again last week and produced interesting signals about the impact of a war -- or the avoidance of one -- in the Persian Gulf.   First, markets in Europe and the United States rose sharply W...",The New York Times,"[u'ARMAMENT, DEFENSE AND MILITARY FORCES', u'STOCKS AND BONDS', u'STOCK PRICES AND TRADING VOLUME']",http://www.nytimes.com/1991/01/13/business/world-markets-discounting-a-short-mideast-war.html,1/13/91,News,4fd197e78eb7c8105d6a67f6
War or Peace: Wall Street Waits,Business,"[u'IRAQ', u'KUWAIT', u'MIDDLE EAST']",713,"Credit market analysts and participants are awaiting Tuesday's midnight deadline for Iraq to leave Kuwait with a rising sense of urgency.    If President Saddam Hussein of Iraq decides to leave Kuwait peacefully by the deadline, bond yields would ...",The New York Times,[u'CREDIT'],http://www.nytimes.com/1991/01/14/business/credit-markets-war-or-peace-wall-street-waits.html,1/14/91,News,4fd1c5cc8eb7c8105d6f6754
NEWS SUMMARY,Business,[],619,"THE ECONOMY    A war in the Persian Gulf may not create oil shortages in the U.S., oil company executives, Government officials and other experts say. But they caution that prices might surge if panic buying drains supplies from gas stations and p...",The New York Times,[u'NO INDEX TERMS'],http://www.nytimes.com/1991/01/14/business/news-summary-312291.html,1/14/91,Summary,4fd19d288eb7c8105d6af0c7
"Peru, Its U.S. Aid Imperiled, Plots a New Drug Strategy",World,[u'PERU'],902,"With Peru facing a March 1 deadline for the possible cutoff of $100 million in American anti-drug aid, officials here are working to fashion a new strategy to cut exports of the raw material of cocaine.   Despite millions of dollars in American ai...",The New York Times,"[u'COCA (PLANT)', u'ECONOMIC CONDITIONS AND TRENDS', u'FOREIGN AID', u'COCAINE', u'DRUG ABUSE AND TRAFFIC']",http://www.nytimes.com/1991/01/14/world/peru-its-us-aid-imperiled-plots-a-new-drug-strategy.html,1/14/91,News,4fd1a7598eb7c8105d6c2216
Questions About New Glaxo Drugs,Health; Business,[],823,"IN the last decade, Glaxo Holdings P.L.C. has been one of the strongest British stocks, largely as a result of Zantac, its anti-ulcer medicine that is the world's top-selling drug. In the year that ended June 30, Zantac accounted for 49 percent of...",The New York Times,"[u'STOCKS (CORPORATE)', u'DRUGS (PHARMACEUTICALS)']",http://www.nytimes.com/1991/01/14/business/market-place-questions-about-new-glaxo-drugs.html,1/14/91,News,4fd1b4bb8eb7c8105d6d9a22
Gorbachev Puts Blame for Clash On Lithuanians,World; Front Page,"[u'RIGA (LATVIA)', u'UNION OF SOVIET SOCIALIST REPUBLICS (USSR)', u'LITHUANIA', u'LATVIA', u'VILNIUS (LITHUANIA)']",1248,President Mikhail S. Gorbachev blamed leaders of the separatist Lithuanian Parliament and their supporters today for bringing on the Soviet military attack that killed 14 people in Vilnius on Sunday morning.    He did not disavow the attack or say...,The New York Times,"[u'SUSPENSIONS, DISMISSALS AND RESIGNATIONS', u'APPOINTMENTS AND EXECUTIVE CHANGES', u'ARMAMENT, DEFENSE AND MILITARY FORCES', u'INDEPENDENCE MOVEMENTS', u'POLITICS AND GOVERNMENT', u'DEMONSTRATIONS AND RIOTS']",http://www.nytimes.com/1991/01/15/world/soviet-crackdown-overview-gorbachev-puts-blame-for-clash-on-lithuanians.html,1/15/91,News,4fd1a71d8eb7c8105d6c1cc3
Nicaragua Sinks Further as Chamorro's Magic Fails,World,[u'NICARAGUA'],913,"Despite expectations of a quick economic turnaround after the inauguration of President Violeta Barrios de Chamorro last April, the Nicaraguan economy has not recovered and is now deteriorating amid large deficits and continued high military spend...",The New York Times,"[u'FOREIGN INVESTMENTS', u'FINANCES', u'BUDGETS AND BUDGETING', u'ECONOMIC CONDITIONS AND TRENDS', u'FOREIGN AID']",http://www.nytimes.com/1991/01/15/world/nicaragua-sinks-further-as-chamorro-s-magic-fails.html,1/15/91,News,4fd1c3d78eb7c8105d6f3430
